"","Vaccine.Exemption","Dose","Geography.Type","Geography","School.Year","Estimate....","Population.Size","Percent.Surveyed","Footnotes","Number.of.Exemptions","Survey.Type"
"1466","Exemption","Non-Medical Exemption","States","Missouri","2022-23","3.6",69126,100,">=. †. §",2523,"Census"
"1467","Varicella","2 Doses (unknown disease history)","States","Missouri","2022-23","90.8",69126,100,"*",NA,"Census"
"1468","Hepatitis B","","States","Missouri","2022-23","93.7",69126,100,"*",NA,"Census"
"1469","Varicella","1 Dose (unknown disease history)","States","Missouri","2022-23","NReq",69126,100,"*",NA,"Census"
"1470","DTP, DTaP, or DT","","States","Missouri","2022-23","91.1",69126,100,"*",NA,"Census"
"1471","MMR","","States","Hawaii","2010-11",NA,NA,NA,"",NA,NA
"1472","MMR","","States","Hawaii","2009-10",NA,18427,6.4,"",NA,"Random sample"
"1473","Varicella","1 Dose (unknown disease history)","States","Hawaii","2011-12",NA,19443,7.7,"",NA,"2-stage Cluster Sample"
"1474","Varicella","1 Dose (unknown disease history)","States","Hawaii","2016-17","95.3",16325,6.7,"",NA,"Stratified 2-stage cluster sample"
"1475","Varicella","1 Dose (unknown disease history)","States","Hawaii","2015-16","95.4",16325,6.7,"",NA,"Stratified 2-stage cluster sample"
"1476","Varicella","1 Dose (unknown disease history)","States","Hawaii","2014-15",NA,20085,5.6,"",NA,"Stratified 2-stage cluster sample"
"1477","Varicella","1 Dose (unknown disease history)","States","Hawaii","2013-14",NA,20056,5.4,"",NA,"Stratified  2-stage cluster sample"
"1478","Varicella","1 Dose (unknown disease history)","States","Hawaii","2020-21","NReq",13074,9.3,"",NA,"Stratified 2-stage cluster sample"
"1479","Varicella","1 Dose (unknown disease history)","States","Hawaii","2019-20","91.8",15695,8.9,"",NA,"Stratified 2-stage cluster sample"
"1480","Varicella","1 Dose (unknown disease history)","States","Hawaii","2010-11",NA,NA,NA,"",NA,NA
"1481","Varicella","1 Dose (unknown disease history)","States","Hawaii","2009-10",NA,18427,6.4,"",NA,"Random sample"
"1482","DTP, DTaP, or DT","","States","Hawaii","2020-21","91.3",13074,9.3,"",NA,"Stratified 2-stage cluster sample"
"1483","DTP, DTaP, or DT","","States","Hawaii","2021-22","92.5",13368,6.7,"",NA,"Stratified 2-stage cluster sample"
"1484","DTP, DTaP, or DT","","States","Hawaii","2019-20","91.1",15695,8.9,"",NA,"Stratified 2-stage cluster sample"
"1485","DTP, DTaP, or DT","","States","Hawaii","2018-19","92.4",16051,6.7,"",NA,"Stratified 2-stage cluster sample"
"1486","Varicella","2 Doses (unknown disease history)","States","Hawaii","2015-16","NReq",16325,6.7,"",NA,"Stratified 2-stage cluster sample"
"1487","Varicella","2 Doses (unknown disease history)","States","Hawaii","2014-15","NReq",20085,5.6,"",NA,"Stratified 2-stage cluster sample"
"1488","Varicella","2 Doses (unknown disease history)","States","Hawaii","2013-14","NReq",20056,5.4,"",NA,"Stratified  2-stage cluster sample"
"1489","Varicella","2 Doses (unknown disease history)","States","Hawaii","2012-13","NReq",20104,6.7,"",NA,"2-stage Cluster Sample"
"1490","Varicella","2 Doses (unknown disease history)","States","Hawaii","2011-12","NReq",19443,7.7,"",NA,"2-stage Cluster Sample"
"1491","Varicella","2 Doses (unknown disease history)","States","Hawaii","2010-11",NA,NA,NA,"",NA,NA
"1492","Varicella","1 Dose (unknown disease history)","States","Hawaii","2021-22","NReq",13368,6.7,"",NA,"Stratified 2-stage cluster sample"
"1493","Varicella","2 Doses (unknown disease history)","States","Hawaii","2009-10","NReq",18427,6.4,"",NA,"Random sample"
"1494","DTP, DTaP, or DT","","States","Hawaii","2011-12",NA,19443,7.7,"",NA,"2-stage Cluster Sample"
"1495","DTP, DTaP, or DT","","States","Hawaii","2010-11",NA,NA,NA,"",NA,NA
"1496","DTP, DTaP, or DT","","States","Hawaii","2015-16","93.8",16325,6.7,"",NA,"Stratified 2-stage cluster sample"
"1497","DTP, DTaP, or DT","","States","Hawaii","2014-15",NA,20085,5.6,"",NA,"Stratified 2-stage cluster sample"
"1498","DTP, DTaP, or DT","","States","Hawaii","2013-14",NA,20056,5.4,"",NA,"Stratified  2-stage cluster sample"
"1499","DTP, DTaP, or DT","","States","Hawaii","2012-13",NA,20104,6.7,"",NA,"2-stage Cluster Sample"
"1500","Varicella","1 Dose (unknown disease history)","States","Hawaii","2012-13",NA,20104,6.7,"",NA,"2-stage Cluster Sample"
"1501","Hepatitis B","","States","Hawaii","2017-18","96.0",16325,6.6,"",NA,"Stratified 2-stage cluster sample"
"1502","Hepatitis B","","States","Hawaii","2016-17","92.7",16325,6.7,"",NA,"Stratified 2-stage cluster sample"
"1503","Hepatitis B","","States","Hawaii","2015-16","94.4",16325,6.7,"",NA,"Stratified 2-stage cluster sample"
"1504","Hepatitis B","","States","Hawaii","2014-15",NA,20085,5.6,"",NA,"Stratified 2-stage cluster sample"
"1505","Hepatitis B","","States","Hawaii","2013-14",NA,20056,5.4,"",NA,"Stratified  2-stage cluster sample"
"1506","Hepatitis B","","States","Hawaii","2012-13",NA,20104,6.7,"",NA,"2-stage Cluster Sample"
"1507","Hepatitis B","","States","Hawaii","2011-12",NA,19443,7.7,"",NA,"2-stage Cluster Sample"
"1508","Hepatitis B","","States","Hawaii","2010-11",NA,NA,NA,"",NA,NA
"1509","Varicella","1 Dose (unknown disease history)","States","Hawaii","2018-19","94.0",16051,6.7,"",NA,"Stratified 2-stage cluster sample"
"1510","Varicella","1 Dose (unknown disease history)","States","Hawaii","2017-18","96.2",16325,6.6,"",NA,"Stratified 2-stage cluster sample"
"1511","DTP, DTaP, or DT","","States","Hawaii","2016-17","93.3",16325,6.7,"",NA,"Stratified 2-stage cluster sample"
"1512","DTP, DTaP, or DT","","States","Hawaii","2017-18","95.4",16325,6.6,"",NA,"Stratified 2-stage cluster sample"
"1513","MMR","","States","Hawaii","2015-16","91.6",16325,6.7,"",NA,"Stratified 2-stage cluster sample"
"1514","MMR","","States","Hawaii","2014-15",NA,20085,5.6,"",NA,"Stratified 2-stage cluster sample"
"1515","MMR","","States","Hawaii","2013-14",NA,20056,5.4,"",NA,"Stratified  2-stage cluster sample"
"1516","MMR","","States","Hawaii","2012-13",NA,20104,6.7,"",NA,"2-stage Cluster Sample"
"1517","MMR","","States","Hawaii","2011-12",NA,19443,7.7,"",NA,"2-stage Cluster Sample"
"1518","DTP, DTaP, or DT","","States","Hawaii","2009-10",NA,18427,6.4,"",NA,"Random sample"
"1519","MMR","","States","Hawaii","2021-22","94.3",13368,6.7,"",NA,"Stratified 2-stage cluster sample"
"1520","MMR","","States","Hawaii","2020-21","90.7",13074,9.3,"",NA,"Stratified 2-stage cluster sample"
"1521","MMR","","States","Hawaii","2019-20","89.7",15695,8.9,"",NA,"Stratified 2-stage cluster sample"
"1522","MMR","","States","Hawaii","2017-18","95.6",16325,6.6,"",NA,"Stratified 2-stage cluster sample"
"1523","MMR","","States","Hawaii","2018-19","91.5",16051,6.7,"",NA,"Stratified 2-stage cluster sample"
"1524","MMR","","States","Hawaii","2016-17","93.5",16325,6.7,"",NA,"Stratified 2-stage cluster sample"
"1525","Hepatitis B","","States","Hawaii","2009-10",NA,18427,6.4,"",NA,"Random sample"
"1526","Varicella","2 Doses (unknown disease history)","States","Hawaii","2021-22","90.2",13368,6.7,"",NA,"Stratified 2-stage cluster sample"
"1527","Varicella","2 Doses (unknown disease history)","States","Hawaii","2020-21","87.2",13074,9.3,"",NA,"Stratified 2-stage cluster sample"
"1528","Varicella","2 Doses (unknown disease history)","States","Hawaii","2019-20","70.2",15695,8.9,"",NA,"Stratified 2-stage cluster sample"
"1529","Varicella","1 Dose (unknown disease history)","National","United States","2020-21","94.8",352275,93.1,"",NA,""
"1530","Varicella","1 Dose (unknown disease history)","National","United States","2019-20","94.1",NA,NA,"",NA,"NaN"
"1531","Varicella","1 Dose (unknown disease history)","National","United States","2013-14","96.2",NA,NA,"",NA,"NaN"
"1532","Varicella","1 Dose (unknown disease history)","National","United States","2014-15","95.1",NA,NA,"",NA,"NaN"
"1533","Varicella","1 Dose (unknown disease history)","National","United States","2015-16","96.0",NA,NA,"",NA,"NaN"
"1534","Varicella","1 Dose (unknown disease history)","National","United States","2011-12","96.1",NA,NA,"",NA,"NaN"
"1535","Varicella","1 Dose (unknown disease history)","National","United States","2016-17","97.5",NA,NA,"",NA,"NaN"
"1536","DTP, DTaP, or DT","","National","United States","2016-17","95.2",NA,NA,"",NA,"NaN"
"1537","DTP, DTaP, or DT","","National","United States","2021-22","92.7",3835130,92.2,"",NA,""
"1538","DTP, DTaP, or DT","","National","United States","2020-21","93.6",3510744,90.8,"",NA,""
"1539","Varicella","1 Dose (unknown disease history)","National","United States","2009-10","96.4",NA,NA,"",NA,"NaN"
"1540","Varicella","1 Dose (unknown disease history)","National","United States","2010-11",NA,NA,NA,"",NA,"NaN"
"1541","DTP, DTaP, or DT","","National","United States","2018-19","94.9",NA,NA,"",NA,"NaN"
"1542","DTP, DTaP, or DT","","National","United States","2019-20","94.9",NA,NA,"",NA,"NaN"
"1543","DTP, DTaP, or DT","","National","United States","2017-18","95.2",NA,NA,"",NA,"NaN"
"1544","MMR","","National","United States","2021-22","93.0",3835130,92.2,"",NA,""
"1545","DTP, DTaP, or DT","","National","United States","2009-10","95.0",NA,NA,"",NA,"NaN"
"1546","MMR","","National","United States","2020-21","93.9",3510744,90.8,"",NA,""
"1547","MMR","","National","United States","2019-20","95.2",NA,NA,"",NA,"NaN"
"1548","MMR","","National","United States","2015-16","94.7",NA,NA,"",NA,"NaN"
"1549","MMR","","National","United States","2016-17","95.0",NA,NA,"",NA,"NaN"
"1550","MMR","","National","United States","2018-19","94.7",NA,NA,"",NA,"NaN"
"1551","MMR","","National","United States","2017-18","95.0",NA,NA,"",NA,"NaN"
"1552","Varicella","1 Dose (unknown disease history)","National","United States","2012-13","96.2",NA,NA,"",NA,"NaN"
"1553","DTP, DTaP, or DT","","National","United States","2010-11",NA,NA,NA,"",NA,"NaN"
"1554","DTP, DTaP, or DT","","National","United States","2011-12","95.0",NA,NA,"",NA,"NaN"
"1555","DTP, DTaP, or DT","","National","United States","2012-13","94.6",NA,NA,"",NA,"NaN"
"1556","DTP, DTaP, or DT","","National","United States","2013-14","94.3",NA,NA,"",NA,"NaN"
"1557","DTP, DTaP, or DT","","National","United States","2014-15","94.3",NA,NA,"",NA,"NaN"
"1558","DTP, DTaP, or DT","","National","United States","2015-16","94.7",NA,NA,"",NA,"NaN"
"1559","MMR","","National","United States","2011-12","94.7",NA,NA,"",NA,"NaN"
"1560","MMR","","National","United States","2012-13","94.1",NA,NA,"",NA,"NaN"
"1561","MMR","","National","United States","2013-14","94.0",NA,NA,"",NA,"NaN"
"1562","MMR","","National","United States","2014-15","94.0",NA,NA,"",NA,"NaN"
"1563","Varicella","1 Dose (unknown disease history)","National","United States","2021-22","94.6",3835130,92.2,"",NA,""
"1564","Varicella","2 Doses (unknown disease history)","National","United States","2009-10","93.9",NA,NA,"",NA,"NaN"
"1565","Varicella","2 Doses (unknown disease history)","National","United States","2010-11",NA,NA,NA,"",NA,"NaN"
"1566","Varicella","2 Doses (unknown disease history)","National","United States","2011-12","93.7",NA,NA,"",NA,"NaN"
"1567","Varicella","1 Dose (unknown disease history)","National","United States","2018-19","96.4",NA,NA,"",NA,"NaN"
"1568","Varicella","1 Dose (unknown disease history)","National","United States","2017-18","97.1",NA,NA,"",NA,"NaN"
"1569","Varicella","2 Doses (unknown disease history)","National","United States","2012-13","93.2",NA,NA,"",NA,"NaN"
"1570","Varicella","2 Doses (unknown disease history)","National","United States","2013-14","92.8",NA,NA,"",NA,"NaN"
"1571","Varicella","2 Doses (unknown disease history)","National","United States","2014-15","93.8",NA,NA,"",NA,"NaN"
"1572","Hepatitis B","","National","United States","2011-12","96.4",NA,NA,"",NA,"NaN"
"1573","Hepatitis B","","National","United States","2010-11",NA,NA,NA,"",NA,"NaN"
"1574","Hepatitis B","","National","United States","2016-17","96.0",NA,NA,"",NA,"NaN"
"1575","Hepatitis B","","National","United States","2012-13","95.7",NA,NA,"",NA,"NaN"
"1576","Hepatitis B","","National","United States","2013-14","95.5",NA,NA,"",NA,"NaN"
"1577","Hepatitis B","","National","United States","2014-15","95.3",NA,NA,"",NA,"NaN"
"1578","Hepatitis B","","National","United States","2015-16","95.8",NA,NA,"",NA,"NaN"
"1579","Varicella","2 Doses (unknown disease history)","National","United States","2021-22","92.7",3835130,92.2,"",NA,""
"1580","Hepatitis B","","National","United States","2009-10","96.1",NA,NA,"",NA,"NaN"
"1581","Varicella","2 Doses (unknown disease history)","National","United States","2020-21","93.5",3158469,90.6,"",NA,""
"1582","Varicella","2 Doses (unknown disease history)","National","United States","2019-20","94.8",NA,NA,"",NA,"NaN"
"1583","Varicella","2 Doses (unknown disease history)","National","United States","2017-18","94.4",NA,NA,"",NA,"NaN"
"1584","Varicella","2 Doses (unknown disease history)","National","United States","2018-19","94.3",NA,NA,"",NA,"NaN"
"1585","Varicella","2 Doses (unknown disease history)","National","United States","2016-17","94.2",NA,NA,"",NA,"NaN"
"1586","Varicella","2 Doses (unknown disease history)","National","United States","2015-16","94.3",NA,NA,"",NA,"NaN"
"1587","Varicella","1 Dose (unknown disease history)","States","Connecticut","2022-23","NReq",35580,100,"*",NA,"Census"
"1588","MMR","","States","Connecticut","2022-23","97.3",35580,100,"*",NA,"Census"
"1589","DTP, DTaP, or DT","","States","Connecticut","2022-23","97.3",35580,100,"*",NA,"Census"
"1590","Varicella","2 Doses (unknown disease history)","States","Connecticut","2022-23","97.0",35580,100,"*",NA,"Census"
"1591","Hepatitis B","","States","Connecticut","2022-23","97.8",35580,100,"*",NA,"Census"
"1592","Exemption","Non-Medical Exemption","States","Connecticut","2022-23","0.5",35580,100,"†",185,"Census"
"1593","Exemption","Medical Exemption","States","Connecticut","2022-23","0.3",35580,100,"†",112,"Census"
"1594","Exemption","Any Exemption","States","Connecticut","2022-23","0.8",35580,100,"†",297,"Census"
"1595","Varicella","UTD (unknown disease history)","States","Connecticut","2022-23","97.0",35580,100,"*",NA,"Census"
"1596","Polio","","States","Connecticut","2022-23","97.3",35580,100,"*",NA,"Census"
"1597","Exemption","Any Exemption","States","Alaska","2010-11",NA,NA,NA,"",NA,NA
"1598","Varicella","UTD (unknown disease history)","States","Alaska","2021-22","76.1",9790,76.2,"¶",NA,"Vol. response (pub.), not conducted (pvt.)"
"1599","Exemption","Any Exemption","States","Alaska","2017-18","7.0",9692,NA,"†",624,"Stratified 2-stage cluster sample"
"1600","Exemption","Any Exemption","States","Alaska","2016-17","6.8",9815,NA,"†",663,"Census"
"1601","Exemption","Any Exemption","States","Alaska","2015-16","5.9",9937,NA,"†",524,"Census"
"1602","Exemption","Any Exemption","States","Alaska","2014-15","5.8",10129,NA,"†",588,"Census"
"1603","Exemption","Any Exemption","States","Alaska","2013-14","5.3",10222,NA,"†",539,"Census"
"1604","Exemption","Any Exemption","States","Alaska","2012-13","5.6",10319,NA,"†",564,"Census"
"1605","Exemption","Any Exemption","States","Alaska","2011-12","7.0",10286,NA,"†",53,"Non-random Cluster Sample"
"1606","Exemption","Any Exemption","States","Alaska","2020-21","4.0",9461,92.5,"†",375,"Census"
"1607","Exemption","Any Exemption","States","Alaska","2019-20","5.9",10381,NA,"†",608,"Voluntary response"
"1608","Exemption","Any Exemption","States","Alaska","2021-22","4.6",9790,76.2,"†. ‡‡",446,"Vol. response (pub.), not conducted (pvt.)"
"1609","Exemption","Any Exemption","States","Alaska","2018-19","7.1",10316,NA,"†",731,"Voluntary response"
"1610","Exemption","Medical Exemption","States","Alaska","2021-22","0.5",9790,76.2,"†. ‡‡",45,"Vol. response (pub.), not conducted (pvt.)"
"1611","Exemption","Medical Exemption","States","Alaska","2020-21","0.2",9461,92.5,"†",21,"Census"
"1612","Exemption","Medical Exemption","States","Alaska","2019-20","0.5",10381,NA,"†",51,"Voluntary response"
"1613","Exemption","Medical Exemption","States","Alaska","2018-19","0.5",10316,NA,"†",51,"Voluntary response"
"1614","Exemption","Medical Exemption","States","Alaska","2013-14","1.2",10222,NA,"",119,"Census"
"1615","Exemption","Medical Exemption","States","Alaska","2012-13","1.6",10319,NA,"",162,"Census"
"1616","Exemption","Medical Exemption","States","Alaska","2011-12","1.3",10286,NA,"",10,"Non-random Cluster Sample"
"1617","Exemption","Medical Exemption","States","Alaska","2010-11",NA,NA,NA,"",NA,NA
"1618","Exemption","Medical Exemption","States","Alaska","2009-10","1.7",9641,NA,"",161,"Voluntary response"
"1619","Polio","","States","Alaska","2021-22","77.1",9790,76.2,"¶",NA,"Vol. response (pub.), not conducted (pvt.)"
"1620","Polio","","States","Alaska","2012-13",NA,10319,97.8,"",NA,"Census"
"1621","Polio","","States","Alaska","2019-20",NA,10381,82.7,"§",NA,"Voluntary response"
"1622","Polio","","States","Alaska","2017-18","92.9",9692,84.4,"†.§",NA,"Stratified 2-stage cluster sample"
"1623","Polio","","States","Alaska","2016-17","91.8",9815,7.6,"†.§",NA,"Stratified 2-stage cluster sample"
"1624","Exemption","Medical Exemption","States","Alaska","2017-18","0.8",9692,NA,"",75,"Stratified 2-stage cluster sample"
"1625","Exemption","Medical Exemption","States","Alaska","2016-17","1.5",9815,NA,"",149,"Census"
"1626","Exemption","Medical Exemption","States","Alaska","2015-16","1.2",9937,NA,"",103,"Census"
"1627","Exemption","Medical Exemption","States","Alaska","2014-15","1.3",10129,NA,"",135,"Census"
"1628","Polio","","States","Alaska","2011-12",NA,10286,7.3,"",NA,"Non-random Cluster Sample"
"1629","Polio","","States","Alaska","2010-11",NA,NA,NA,"",NA,NA
"1630","Polio","","States","Alaska","2009-10",NA,9641,76.4,"",NA,"Voluntary response"
"1631","Hepatitis B","","States","Alaska","2021-22","79.8",9790,76.2,"¶",NA,"Vol. response (pub.), not conducted (pvt.)"
"1632","Hepatitis B","","States","Alaska","2019-20",NA,10381,82.7,"§",NA,"Voluntary response"
"1633","Polio","","States","Alaska","2015-16","95.2",9937,7.8,"†.§",NA,"Stratified 2-stage cluster sample"
"1634","Polio","","States","Alaska","2014-15","94.8",10129,7.8,"†",NA,"Stratified 2-stage cluster sample"
"1635","Polio","","States","Alaska","2013-14","97.2",10222,9.3,"†",NA,"Stratified  2-stage cluster sample"
"1636","Exemption","Any Exemption","States","Alaska","2009-10","5.5",9641,NA,"†",530,"Voluntary response"
"1637","Exemption","Non-Medical Exemption","States","Alaska","2021-22","4.1",9790,76.2,"†. ‡‡",401,"Vol. response (pub.), not conducted (pvt.)"
"1638","Exemption","Non-Medical Exemption","States","Alaska","2020-21","3.8",9461,92.5,"†",354,"Census"
"1639","Exemption","Non-Medical Exemption","States","Alaska","2019-20","5.4",10381,NA,"†",557,"Voluntary response"
"1640","Exemption","Non-Medical Exemption","States","Alaska","2018-19","6.6",10316,NA,"†",680,"Voluntary response"
"1641","Exemption","Non-Medical Exemption","States","Alaska","2017-18","5.7",9692,NA,"†",549,"Stratified 2-stage cluster sample"
"1642","Exemption","Non-Medical Exemption","States","Alaska","2016-17","5.2",9815,NA,"†",514,"Census"
"1643","Exemption","Non-Medical Exemption","States","Alaska","2015-16","4.7",9937,NA,"†",421,"Census"
"1644","Exemption","Non-Medical Exemption","States","Alaska","2014-15","4.5",10129,NA,"†",453,"Census"
"1645","Exemption","Non-Medical Exemption","States","Alaska","2013-14","4.1",10222,NA,"†",421,"Census"
"1646","Exemption","Non-Medical Exemption","States","Alaska","2012-13","4.0",10319,NA,"†",415,"Census"
"1647","Exemption","Non-Medical Exemption","States","Alaska","2011-12","5.7",10286,NA,"†",43,"Non-random Cluster Sample"
"1648","Exemption","Non-Medical Exemption","States","Alaska","2010-11",NA,NA,NA,"",NA,NA
"1649","Exemption","Non-Medical Exemption","States","Alaska","2009-10","3.8",9641,NA,"†",369,"Voluntary response"
"1650","Varicella","2 Doses (unknown disease history)","States","Alabama","2019-20","NReq",59477,94.9,"≥",NA,"Census"
"1651","Varicella","2 Doses (unknown disease history)","States","Alabama","2020-21","NReq",56974,100,">=.*",NA,"Census"
"1652","Varicella","2 Doses (unknown disease history)","States","Alabama","2021-22","NReq",60332,100,">=. *",NA,"Census"
"1653","Hepatitis B","","States","Alabama","2009-10","NReq",75358,100,"*. **",NA,"Census"
"1654","Varicella","2 Doses (unknown disease history)","States","Alabama","2009-10","NReq",75358,100,"*. **",NA,"Census"
"1655","Varicella","2 Doses (unknown disease history)","States","Alabama","2010-11",NA,NA,NA,"",NA,NA
"1656","Varicella","2 Doses (unknown disease history)","States","Alabama","2011-12","NReq",73190,100,"* .**",NA,"Census"
"1657","Varicella","2 Doses (unknown disease history)","States","Alabama","2012-13","NReq",72929,100,"* . ‡. **",NA,"Census"
"1658","Varicella","2 Doses (unknown disease history)","States","Alabama","2013-14","NReq",76927,100,"*. **",NA,"Census"
"1659","Varicella","2 Doses (unknown disease history)","States","Alabama","2014-15","NReq",59660,100,"*",NA,"Census"
"1660","Varicella","2 Doses (unknown disease history)","States","Alabama","2015-16","NReq",60392,100,"≥.*",NA,"Census"
"1661","Hepatitis B","","States","Alabama","2010-11",NA,NA,NA,"",NA,NA
"1662","Hepatitis B","","States","Alabama","2011-12","NReq",73190,100,"* .**",NA,"Census"
"1663","Hepatitis B","","States","Alabama","2012-13","NReq",72929,100,"* . ‡. **",NA,"Census"
"1664","Hepatitis B","","States","Alabama","2013-14","NReq",76927,100,"*. **",NA,"Census"
"1665","Hepatitis B","","States","Alabama","2014-15","NReq",59660,100,"*",NA,"Census"
"1666","Hepatitis B","","States","Alabama","2015-16","NReq",60392,100,"≥.*",NA,"Census"
"1667","Hepatitis B","","States","Alabama","2016-17","NReq",58394,100,"≥.*",NA,"Census"
"1668","MMR","","States","Alabama","2009-10","94.0",75358,100,"≥. *. **",NA,"Census"
"1669","MMR","","States","Alabama","2010-11",NA,NA,NA,"",NA,NA
"1670","DTP, DTaP, or DT","","States","Alabama","2010-11",NA,NA,NA,"",NA,NA
"1671","DTP, DTaP, or DT","","States","Alabama","2011-12","93.6",73190,100,"≥. * .**",NA,"Census"
"1672","DTP, DTaP, or DT","","States","Alabama","2012-13","92.8",72929,100,"≥. * . ‡. **",NA,"Census"
"1673","DTP, DTaP, or DT","","States","Alabama","2013-14","92.0",76927,100,"≥. *. **",NA,"Census"
"1674","DTP, DTaP, or DT","","States","Alabama","2014-15","93.5",59660,100,"≥. *",NA,"Census"
"1675","DTP, DTaP, or DT","","States","Alabama","2015-16","93.1",60392,100,"≥.*",NA,"Census"
"1676","DTP, DTaP, or DT","","States","Alabama","2016-17","93.8",58394,100,"≥.*",NA,"Census"
"1677","DTP, DTaP, or DT","","States","Alabama","2017-18","92.7",57245,100,"≥.*",NA,"Census"
"1678","MMR","","States","Alabama","2011-12","93.6",73190,100,"≥. * .**",NA,"Census"
"1679","MMR","","States","Alabama","2012-13","92.8",72929,100,"≥. * . ‡. **",NA,"Census"
"1680","MMR","","States","Alabama","2013-14","92.0",76927,100,"≥. *. **",NA,"Census"
"1681","MMR","","States","Alabama","2014-15","93.5",59660,100,"≥. *",NA,"Census"
"1682","MMR","","States","Alabama","2015-16","93.1",60392,100,"≥.*",NA,"Census"
"1683","Varicella","1 Dose (unknown disease history)","States","Alabama","2012-13","92.8",72929,100,"≥. * . ‡. **",NA,"Census"
"1684","Varicella","1 Dose (unknown disease history)","States","Alabama","2013-14","92.0",76927,100,"≥. *. **",NA,"Census"
"1685","Varicella","1 Dose (unknown disease history)","States","Alabama","2014-15","93.5",59660,100,"≥. *",NA,"Census"
"1686","Varicella","1 Dose (unknown disease history)","States","Alabama","2015-16","93.1",60392,100,"≥.*",NA,"Census"
"1687","Varicella","1 Dose (unknown disease history)","States","Alabama","2011-12","93.6",73190,100,"≥. * .**",NA,"Census"
"1688","Varicella","1 Dose (unknown disease history)","States","Alabama","2016-17","93.8",58394,100,"≥.*",NA,"Census"
"1689","Varicella","1 Dose (unknown disease history)","States","Alabama","2019-20","86.6",59477,94.9,"≥",NA,"Census"
"1690","Varicella","1 Dose (unknown disease history)","States","Alabama","2020-21","94.7",56974,100,">=.*",NA,"Census"
"1691","Varicella","1 Dose (unknown disease history)","States","Alabama","2017-18","92.7",57245,100,"≥.*",NA,"Census"
"1692","Varicella","1 Dose (unknown disease history)","States","Alabama","2018-19","90.6",77739,100,"≥.*",NA,"Census"
"1693","Varicella","1 Dose (unknown disease history)","States","Alabama","2021-22","94.9",60332,100,">=. *",NA,"Census"
"1694","MMR","","States","Alabama","2016-17","93.8",58394,100,"≥.*",NA,"Census"
"1695","MMR","","States","Alabama","2017-18","92.7",57245,100,"≥.*",NA,"Census"
"1696","MMR","","States","Alabama","2018-19","90.6",77739,100,"≥.*",NA,"Census"
"1697","MMR","","States","Alabama","2019-20","86.6",59477,94.9,"≥",NA,"Census"
"1698","MMR","","States","Alabama","2020-21","94.7",56974,100,">=.*",NA,"Census"
"1699","MMR","","States","Alabama","2021-22","94.9",60332,100,">=. *",NA,"Census"
"1700","DTP, DTaP, or DT","","States","Alabama","2009-10","94.0",75358,100,"≥. *. **",NA,"Census"
"1701","DTP, DTaP, or DT","","States","Alabama","2018-19","90.6",77739,100,"≥.*",NA,"Census"
"1702","DTP, DTaP, or DT","","States","Alabama","2019-20","86.6",59477,94.9,"≥",NA,"Census"
"1703","DTP, DTaP, or DT","","States","Alabama","2020-21","94.7",56974,100,">=. *",NA,"Census"
"1704","DTP, DTaP, or DT","","States","Alabama","2021-22","94.9",60332,100,">=. *",NA,"Census"
"1705","Varicella","1 Dose (unknown disease history)","States","Alabama","2009-10","94.0",75358,100,"≥. *. **",NA,"Census"
"1706","Varicella","1 Dose (unknown disease history)","States","Alabama","2010-11",NA,NA,NA,"",NA,NA
"1707","MMR (PAC)","MMR (PAC)","States","Alaska","2017-18","93.0",NA,NA,"",NA,""
"1708","MMR (PAC)","MMR (PAC)","States","Alaska","2021-22","95.7",NA,NA,"",NA,""
"1709","MMR (PAC)","MMR (PAC)","States","Alaska","2022-23","94.6",NA,NA,"",NA,""
"1710","MMR (PAC)","MMR (PAC)","States","Alaska","2023-24","90.8",NA,NA,"",NA,""
"1711","Varicella","UTD (unknown disease history)","States","Alaska","2023-24","82.6",8644,88.9,"¶",NA,"Census (pub.), not conducted (prv.)"
"1712","Exemption","Any Exemption","States","Alaska","2023-24","9.5",8644,88.9,"†. ‡‡",821,"Census (pub.), not conducted (prv.)"
"1713","Exemption","Non-Medical Exemption","States","Alaska","2023-24","9.2",8644,88.9,"†. ‡‡",794,"Census (pub.), not conducted (prv.)"
"1714","Exemption","Medical Exemption","States","Alaska","2023-24","0.3",8644,88.9,"†. ‡‡",27,"Census (pub.), not conducted (prv.)"
"1715","Polio","","States","Alaska","2023-24","84.4",8644,88.9,"¶",NA,"Census (pub.), not conducted (prv.)"
"1716","Hepatitis B","","States","Alaska","2023-24","85.6",8644,88.9,"¶",NA,"Census (pub.), not conducted (prv.)"
"1717","Varicella","2 Doses (unknown disease history)","States","Alaska","2023-24","82.6",8644,88.9,"¶",NA,"Census (pub.), not conducted (prv.)"
"1718","Varicella","1 Dose (unknown disease history)","States","Alaska","2023-24","NReq",8644,88.9,"¶",NA,"Census (pub.), not conducted (prv.)"
"1719","DTP, DTaP, or DT","","States","Alaska","2023-24","83.8",8644,88.9,"¶",NA,"Census (pub.), not conducted (prv.)"
"1720","MMR","","States","Alaska","2023-24","84.3",8644,88.9,"¶",NA,"Census (pub.), not conducted (prv.)"
"1721","MMR (PAC)","MMR (PAC)","States","Alaska","2024-25","91.0",7338,99.8,"",NA,"Census (pub.), not conducted (prv.)"
"1722","Varicella","UTD (unknown disease history)","States","Alaska","2024-25","79.6",7338,99.8,"¶",NA,"Census (pub.), not conducted (prv.)"
